"","AF","address","university","department","short_address","postal_code","country","EB_author.country","match"
"8861","Hawes, Joseph","Univ E Anglia, Sch Environm Sci, Ctr Ecol Evolut & Conservat, Norwich NR4 7TJ, Norfolk, England.","Univ E Anglia"," Sch Environm Sci"," Ctr Ecol Evolut & Conservat, Norwich NR4 7TJ, Norfolk, England.","NR4 7TJ",NA,"England",NA
"8862","Hernandez, Malva I. M.","Univ Fed Paraiba, Dept Sistemat & Ecol, BR-58059900 Joao Pessoa, Paraiba, Brazil.","Univ Fed Paraiba"," Dept Sistemat & Ecol"," BR-58059900 Joao Pessoa, Paraiba, Brazil.","BR-58059900","Brazil","Brazil",TRUE
"8863","Hoogmoed, Marinus S.","Museu Paraense Emilio Goeldi, BR-66077530 Belem, Para, Brazil.","Museu Paraense Emilio Goeldi"," BR-66077530 Belem"," Para, Brazil.",NA,"Brazil","Brazil",TRUE
"8864","Lo-Man-Hung, Nancy F.","Museu Paraense Emilio Goeldi, BR-66077530 Belem, Para, Brazil.","Museu Paraense Emilio Goeldi"," BR-66077530 Belem"," Para, Brazil.",NA,"Brazil","Brazil",TRUE
"8865","Malcolm, Jay R.","Univ Toronto, Fac Forestry, Toronto, ON M5S 3B3, Canada.","Univ Toronto"," Fac Forestry"," Toronto, ON M5S 3B3, Canada."," M5S 3B3","Canada","Canada",TRUE
"8866","Martins, Marlucia B.","Museu Paraense Emilio Goeldi, BR-66077530 Belem, Para, Brazil.","Museu Paraense Emilio Goeldi"," BR-66077530 Belem"," Para, Brazil.",NA,"Brazil","Brazil",TRUE
"8867","Mestre, Luiz A. M.","Univ Fed Parana, Lab Ornitol, CEM, BR-83255000 Pontal Do Sul, Parana, Brazil.","Univ Fed Parana"," Lab Ornitol"," CEM, BR-83255000 Pontal Do Sul, Parana, Brazil.","BR-83255000","Brazil","Brazil",TRUE
"8868","Miranda-Santos, Ronildon","Museu Paraense Emilio Goeldi, BR-66077530 Belem, Para, Brazil.","Museu Paraense Emilio Goeldi"," BR-66077530 Belem"," Para, Brazil.",NA,"Brazil","Brazil",TRUE
"8869","Overal, William L.","Museu Paraense Emilio Goeldi, BR-66077530 Belem, Para, Brazil.","Museu Paraense Emilio Goeldi"," BR-66077530 Belem"," Para, Brazil.",NA,"Brazil","Brazil",TRUE
"8870","Parry, Luke","Univ E Anglia, Sch Environm Sci, Ctr Ecol Evolut & Conservat, Norwich NR4 7TJ, Norfolk, England.","Univ E Anglia"," Sch Environm Sci"," Ctr Ecol Evolut & Conservat, Norwich NR4 7TJ, Norfolk, England.","NR4 7TJ",NA,"England",NA
"8871","Peres, Carlos A.","Univ E Anglia, Sch Environm Sci, Ctr Ecol Evolut & Conservat, Norwich NR4 7TJ, Norfolk, England.","Univ E Anglia"," Sch Environm Sci"," Ctr Ecol Evolut & Conservat, Norwich NR4 7TJ, Norfolk, England.","NR4 7TJ",NA,"England",NA
"8872","Peters, Sandra L.","Univ Western Ontario, Dept Biol, London, ON N6A 4B8, Canada.","Univ Western Ontario"," Dept Biol"," London, ON N6A 4B8, Canada."," N6A 4B8","Canada","Canada",TRUE
"8873","Ribeiro-Junior, Marco Antonio","Museu Paraense Emilio Goeldi, BR-66077530 Belem, Para, Brazil.","Museu Paraense Emilio Goeldi"," BR-66077530 Belem"," Para, Brazil.",NA,"Brazil","Brazil",TRUE
"8874","Clark, Deborah A.","Univ Missouri, St Louis, MO 63121 USA.","Univ Missouri"," St Louis"," MO 63121 USA."," 63121","USA","USA",TRUE
"8875","Clark, David B.","Univ Missouri, St Louis, MO 63121 USA.","Univ Missouri"," St Louis"," MO 63121 USA."," 63121","USA","USA",TRUE
"8876","Oberbauer, Steven F.","Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","Florida Int Univ"," Dept Biol Sci"," Miami, FL 33199 USA."," 33199","USA","USA",TRUE
"8877","Olivas, Paulo C.","Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","Florida Int Univ"," Dept Biol Sci"," Miami, FL 33199 USA."," 33199","USA","USA",TRUE
"8878","Ryan, Michael G.","US Forest Serv, USDA, Rocky Mt Res Stn, Ft Collins, CO USA.","US Forest Serv"," USDA"," Rocky Mt Res Stn, Ft Collins, CO USA.",NA,"USA","USA",TRUE
"8879","Descampe, A.","Univ Catholique Louvain, Unite Ecol & Biogeog, B-1348 Louvain, Belgium.","Univ Catholique Louvain"," Unite Ecol & Biogeog"," B-1348 Louvain, Belgium.","B-1348","Belgium","Belgium",TRUE
"8880","Hance, T.","Univ Catholique Louvain, Unite Ecol & Biogeog, B-1348 Louvain, Belgium.","Univ Catholique Louvain"," Unite Ecol & Biogeog"," B-1348 Louvain, Belgium.","B-1348","Belgium","Belgium",TRUE
"8881","Meskens, C.","Univ Catholique Louvain, Unite Ecol & Biogeog, B-1348 Louvain, Belgium.","Univ Catholique Louvain"," Unite Ecol & Biogeog"," B-1348 Louvain, Belgium.","B-1348","Belgium","Belgium",TRUE
"8882","Pasteels, J.","Univ Libre Bruxelles, Unite Ecoethol Evolut, B-1050 Brussels, Belgium.","Univ Libre Bruxelles"," Unite Ecoethol Evolut"," B-1050 Brussels, Belgium.","B-1050","Belgium","Belgium",TRUE
"8883","Windsor, D.","Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","Smithsonian Trop Res Inst"," Balboa"," Ancon, Panama.",NA,"Panama","Panama",TRUE
"8884","Chehebar, Claudio E.","Natl Parks Adm APN, Patogonia Reg Delegat DRP Huemul Conservat Progra, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","Natl Parks Adm APN"," Patogonia Reg Delegat DRP Huemul Conservat Progra"," RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","RA-8400","Argentina","Argentina",TRUE
"8885","Ramilo, Eduardo J.","Natl Parks Adm APN, Patogonia Reg Delegat DRP Huemul Conservat Progra, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","Natl Parks Adm APN"," Patogonia Reg Delegat DRP Huemul Conservat Progra"," RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","RA-8400","Argentina","Argentina",TRUE
"8886","Flueck, Werner","Natl Council Sci Res, Buenos Aires, DF, Argentina.","Natl Council Sci Res"," Buenos Aires"," DF, Argentina.",NA,"Argentina","Argentina",TRUE
"8887","Smith-Flueck, Jo Anne","Fdn Arrelauquen, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","Fdn Arrelauquen"," RA-8400 San Carlos De Bariloche"," Rio Negro, Argentina.",NA,"Argentina","Argentina",TRUE
"8888","Angilletta, M. J., Jr.","Indiana State Univ, Dept Ecol & Organismal Biol, Terre Haute, IN 47809 USA.","Indiana State Univ"," Dept Ecol & Organismal Biol"," Terre Haute, IN 47809 USA."," 47809","USA","USA",TRUE
"8889","Niehaus, A. C.","Univ Queensland, Sch Integrat Biol, St Lucia, Qld 4072, Australia.","Univ Queensland"," Sch Integrat Biol"," St Lucia, Qld 4072, Australia.","Qld 4072","Australia","Australia",TRUE
"8890","Ribeiro, P. L.","Univ Sao Paulo, Dept Physiol, Inst Biosci, Sao Paulo, Brazil.","Univ Sao Paulo"," Dept Physiol"," Inst Biosci, Sao Paulo, Brazil.",NA,"Brazil","Brazil",TRUE
"8891","Roth, T. C., II","Indiana State Univ, Dept Ecol & Organismal Biol, Terre Haute, IN 47809 USA.","Indiana State Univ"," Dept Ecol & Organismal Biol"," Terre Haute, IN 47809 USA."," 47809","USA","USA",TRUE
"8892","Wilson, R. S.","Univ Queensland, Sch Integrat Biol, St Lucia, Qld 4072, Australia.","Univ Queensland"," Sch Integrat Biol"," St Lucia, Qld 4072, Australia.","Qld 4072","Australia","Australia",TRUE
"8893","Cavieres, L. A.","Univ Concepcion, Dept Bot, Fac Ciencias Nat & Oceanograf, ECOBIOSIS, Concepcion, Chile.","Univ Concepcion"," Dept Bot"," Fac Ciencias Nat & Oceanograf, ECOBIOSIS, Concepcion, Chile.",NA,"Chile","Chile",TRUE
"8894","Molina-Montenegro, M. A.","Univ Concepcion, Dept Bot, Fac Ciencias Nat & Oceanograf, ECOBIOSIS, Concepcion, Chile.","Univ Concepcion"," Dept Bot"," Fac Ciencias Nat & Oceanograf, ECOBIOSIS, Concepcion, Chile.",NA,"Chile","Chile",TRUE
"8895","Quiroz, C. L.","Univ Concepcion, Dept Bot, Fac Ciencias Nat & Oceanograf, ECOBIOSIS, Concepcion, Chile.","Univ Concepcion"," Dept Bot"," Fac Ciencias Nat & Oceanograf, ECOBIOSIS, Concepcion, Chile.",NA,"Chile","Chile",TRUE
"8896","Presley, Steven J.","Univ Connecticut, Ctr Environm Sci & Engn, Storrs, CT 06269 USA.","Univ Connecticut"," Ctr Environm Sci & Engn"," Storrs, CT 06269 USA."," 06269","USA","USA",TRUE
"8897","Saldanha, Luis Nelio","Inst Brazileiro Meio Ambiente & Recursos Nat Reno, BR-66035350 Belem, Para, Brazil.","Inst Brazileiro Meio Ambiente & Recursos Nat Reno"," BR-66035350 Belem"," Para, Brazil.",NA,"Brazil","Brazil",TRUE
"8898","Willig, Michael R.","Univ Connecticut, Ctr Environm Sci & Engn, Storrs, CT 06269 USA.","Univ Connecticut"," Ctr Environm Sci & Engn"," Storrs, CT 06269 USA."," 06269","USA","USA",TRUE
"8899","Wunderle, Joseph M., Jr.","US Forest Serv, USDA, Int Inst Trop Forestry, Sabana Field Res Stn, Luquillo, PR 00773 USA.","US Forest Serv"," USDA"," Int Inst Trop Forestry, Sabana Field Res Stn, Luquillo, PR 00773 USA."," 00773","USA","USA",TRUE
"8900","Fernandez-Juricic, Esteban","Calif State Univ Long Beach, Dept Biol Sci, Long Beach, CA 90840 USA.","Calif State Univ Long Beach"," Dept Biol Sci"," Long Beach, CA 90840 USA."," 90840","USA","USA",TRUE
"8901","Garcia, Cesar","Catedra Ecol FCEFyN UNC, Cordoba, Argentina.","Catedra Ecol FCEFyN UNC"," Cordoba"," Argentina.",NA,"Argentina","Argentina",TRUE
"8902","Renison, Daniel","Catedra Ecol FCEFyN UNC, Cordoba, Argentina.","Catedra Ecol FCEFyN UNC"," Cordoba"," Argentina.",NA,"Argentina","Argentina",TRUE
"8903","Casanoves, Fernando","Trop Agr Res & Higher Educ Ctr CATIE, Biometr Unit, Turriabla, Costa Rica.","Trop Agr Res & Higher Educ Ctr CATIE"," Biometr Unit"," Turriabla, Costa Rica.",NA,"Costa Rica","Costa Rica",TRUE
"8904","Esquivel, M. Jimena","Trop Agr Res & Higher Educ Ctr CATIE, Dept Agr & Agroforestry, Turriabla, Costa Rica.","Trop Agr Res & Higher Educ Ctr CATIE"," Dept Agr & Agroforestry"," Turriabla, Costa Rica.",NA,"Costa Rica","Costa Rica",TRUE
"8905","Finegan, Bryan","Trop Agr Res & Higher Educ Ctr CATIE, Forests Protected Areas & Biodivers Themat Grp, Turriabla, Costa Rica.","Trop Agr Res & Higher Educ Ctr CATIE"," Forests Protected Areas & Biodivers Themat Grp"," Turriabla, Costa Rica.",NA,"Costa Rica","Costa Rica",TRUE
"8906","Harvey, Celia A.","Trop Agr Res & Higher Educ Ctr CATIE, Dept Agr & Agroforestry, Turriabla, Costa Rica.","Trop Agr Res & Higher Educ Ctr CATIE"," Dept Agr & Agroforestry"," Turriabla, Costa Rica.",NA,"Costa Rica","Costa Rica",TRUE
"8907","Skarpe, Christina","Norwegian Inst Nat Res NINA, NO-7485 Trondheim, Norway.","Norwegian Inst Nat Res NINA"," NO-7485 Trondheim"," Norway.",NA,"Norway","Norway",TRUE
"8908","Fruend, Jochen","Univ Wurzburg, Dept Anim Ecol & Trop Biol, D-97074 Wurzburg, Germany.","Univ Wurzburg"," Dept Anim Ecol & Trop Biol"," D-97074 Wurzburg, Germany.","D-9707","Germany","Germany",TRUE
"8909","Kalko, Elisabeth K. V.","Univ Ulm, Dept Expt Ecol, D-89069 Ulm, Germany.","Univ Ulm"," Dept Expt Ecol"," D-89069 Ulm, Germany.","D-8906","Germany","Germany",TRUE
"8910","Lizano, Willy Pineda","Univ Costa Rica, Escuela Biol, San Jose 126711000, Costa Rica.","Univ Costa Rica"," Escuela Biol"," San Jose 126711000, Costa Rica."," 12671","Costa Rica","Costa Rica",TRUE
"8911","Meyer, Christoph F. J.","Univ Ulm, Dept Expt Ecol, D-89069 Ulm, Germany.","Univ Ulm"," Dept Expt Ecol"," D-89069 Ulm, Germany.","D-8906","Germany","Germany",TRUE
"8912","Breedy, Odalisca","Univ Costa Rica, Escuela Biol, Museo Zool, San Jose, Costa Rica.","Univ Costa Rica"," Escuela Biol"," Museo Zool, San Jose, Costa Rica.",NA,"Costa Rica","Costa Rica",TRUE
"8913","Guzman, Hector M.","Smithsonian Trop Res Inst, Balboa, Panama.","Smithsonian Trop Res Inst"," Balboa"," Panama.",NA,"Panama","Panama",TRUE
"8914","Vargas, Sergio","Univ Costa Rica, Escuela Biol, Museo Zool, San Jose, Costa Rica.","Univ Costa Rica"," Escuela Biol"," Museo Zool, San Jose, Costa Rica.",NA,"Costa Rica","Costa Rica",TRUE
"8915","Dunn, M.","Cree Reg Author, Montreal, PQ, Canada.","Cree Reg Author"," Montreal"," PQ, Canada.",NA,"Canada","Canada",TRUE
"8916","Labraga, J. C.","Ctr Nacl Patagon CENPAT CONICET, Puerto Madryn, Chubut, Argentina.","Ctr Nacl Patagon CENPAT CONICET"," Puerto Madryn"," Chubut, Argentina.",NA,"Argentina","Argentina",TRUE
"8917","Stanganelli, Z. B.","DGCeIT, Rawson, Chubut, Argentina.","DGCeIT"," Rawson"," Chubut, Argentina.",NA,"Argentina","Argentina",TRUE
"8918","Vergani, D. F.","CET Chubut, Puerto Madryn, Chubut, Argentina.","CET Chubut"," Puerto Madryn"," Chubut, Argentina.",NA,"Argentina","Argentina",TRUE
"8919","Buck, Matthias","Univ Guelph, Dept Environm Biol, Guelph, ON N1G 2W1, Canada.","Univ Guelph"," Dept Environm Biol"," Guelph, ON N1G 2W1, Canada."," N1G 2W1","Canada","Canada",TRUE
"8920","Kevan, Peter G.","Univ Guelph, Dept Environm Biol, Guelph, ON N1G 2W1, Canada.","Univ Guelph"," Dept Environm Biol"," Guelph, ON N1G 2W1, Canada."," N1G 2W1","Canada","Canada",TRUE
"8921","Silva, Fabiana O.","Fac Jorge Amado, Salvador, BA, Brazil.","Fac Jorge Amado"," Salvador"," BA, Brazil.",NA,"Brazil","Brazil",TRUE
"8922","Taki, Hisatomo","Univ Guelph, Dept Environm Biol, Guelph, ON N1G 2W1, Canada.","Univ Guelph"," Dept Environm Biol"," Guelph, ON N1G 2W1, Canada."," N1G 2W1","Canada","Canada",TRUE
"8923","Viana, Blandina F.","Univ Fed Bahia, Inst Biol, Salvador, BA, Brazil.","Univ Fed Bahia"," Inst Biol"," Salvador, BA, Brazil.",NA,"Brazil","Brazil",TRUE
"8924","Chiarucci, Alessandro","Univ Siena, Dept Environm Sci G Sarfatti, I-53100 Siena, Italy.","Univ Siena"," Dept Environm Sci G Sarfatti"," I-53100 Siena, Italy.","I-5310","Italy","Italy",TRUE
"8925","Diaz, Sandra","Univ Nacl Cordoba, Inst Multidisciplinario Biol Vegetal, RA-5000 Cordoba, Argentina.","Univ Nacl Cordoba"," Inst Multidisciplinario Biol Vegetal"," RA-5000 Cordoba, Argentina.","RA-5000","Argentina","Argentina",TRUE
"8926","White, Peter S.","Univ N Carolina, Dept Biol, Chapel Hill, NC 27599 USA.","Univ N Carolina"," Dept Biol"," Chapel Hill, NC 27599 USA."," 27599","USA","USA",TRUE
"8927","Wilson, J. Bastow","Univ Otago, Dept Bot, Dunedin, New Zealand.","Univ Otago"," Dept Bot"," Dunedin, New Zealand.",NA,"New Zealand","New Zealand",TRUE
"8928","Bertiller, Monica B.","Consejo Nacl Invest Cient & Tecn, Ctr Nacl Patagon, RA-9120 Puerto Madryn, Chubut, Argentina.","Consejo Nacl Invest Cient & Tecn"," Ctr Nacl Patagon"," RA-9120 Puerto Madryn, Chubut, Argentina.","RA-9120","Argentina","Argentina",TRUE
"8929","Campanella, M. Victoria","Consejo Nacl Invest Cient & Tecn, Ctr Nacl Patagon, RA-9120 Puerto Madryn, Chubut, Argentina.","Consejo Nacl Invest Cient & Tecn"," Ctr Nacl Patagon"," RA-9120 Puerto Madryn, Chubut, Argentina.","RA-9120","Argentina","Argentina",TRUE
"8930","Cavieres, Lohengrin A.","Univ Concepcion, Dept Bot, ECOBIOSIS, Concepcion, Chile.","Univ Concepcion"," Dept Bot"," ECOBIOSIS, Concepcion, Chile.",NA,"Chile","Chile",TRUE
"8931","Fajardo, Alex","CIEP, Coyhaique, Chile.","CIEP"," Coyhaique"," Chile.",NA,"Chile","Chile",TRUE
"8932","Quiroz, Constanza L.","Univ Concepcion, Dept Bot, ECOBIOSIS, Concepcion, Chile.","Univ Concepcion"," Dept Bot"," ECOBIOSIS, Concepcion, Chile.",NA,"Chile","Chile",TRUE
"8933","Coppotelli, B. M.","UNLP CONICET, Fac Ciencias Exactas, CINDEFI, Ctr Invest & Desarrollo Fermentac, RA-1900 La Plata, Argentina.","UNLP CONICET"," Fac Ciencias Exactas"," CINDEFI, Ctr Invest & Desarrollo Fermentac, RA-1900 La Plata, Argentina.","RA-1900","Argentina","Argentina",TRUE
"8934","Del Panno, M. T.","UNLP CONICET, Fac Ciencias Exactas, CINDEFI, Ctr Invest & Desarrollo Fermentac, RA-1900 La Plata, Argentina.","UNLP CONICET"," Fac Ciencias Exactas"," CINDEFI, Ctr Invest & Desarrollo Fermentac, RA-1900 La Plata, Argentina.","RA-1900","Argentina","Argentina",TRUE
"8935","Ibarrolaza, A.","UNLP CONICET, Fac Ciencias Exactas, CINDEFI, Ctr Invest & Desarrollo Fermentac, RA-1900 La Plata, Argentina.","UNLP CONICET"," Fac Ciencias Exactas"," CINDEFI, Ctr Invest & Desarrollo Fermentac, RA-1900 La Plata, Argentina.","RA-1900","Argentina","Argentina",TRUE
"8936","Morelli, I. S.","UNLP CONICET, Fac Ciencias Exactas, CINDEFI, Ctr Invest & Desarrollo Fermentac, RA-1900 La Plata, Argentina.","UNLP CONICET"," Fac Ciencias Exactas"," CINDEFI, Ctr Invest & Desarrollo Fermentac, RA-1900 La Plata, Argentina.","RA-1900","Argentina","Argentina",TRUE
"8937","Armengol, Gemma","Corporac Invest Biol, Biotechnol & Biol Control Unit, Medellin, Colombia.","Corporac Invest Biol"," Biotechnol & Biol Control Unit"," Medellin, Colombia.",NA,"Colombia","Colombia",TRUE
"8938","Lindow, Steven","Univ Calif Berkeley, Dept Plant & Microbial Biol, Berkeley, CA 94720 USA.","Univ Calif Berkeley"," Dept Plant & Microbial Biol"," Berkeley, CA 94720 USA."," 94720","USA","USA",TRUE
"8939","Llagostera, Montserrat","Univ Autonoma Barcelona, Microbiol Unit, Dept Genet & Microbiol, E-08193 Barcelona, Spain.","Univ Autonoma Barcelona"," Microbiol Unit"," Dept Genet & Microbiol, E-08193 Barcelona, Spain.","E-0819","Spain","Spain",TRUE
"8940","Maduell, Pau","Univ Autonoma Barcelona, Microbiol Unit, Dept Genet & Microbiol, E-08193 Barcelona, Spain.","Univ Autonoma Barcelona"," Microbiol Unit"," Dept Genet & Microbiol, E-08193 Barcelona, Spain.","E-0819","Spain","Spain",TRUE
"8941","Orduz, Sergio","Univ Nacl Colombia Medellin, Medellin, Colombia.","Univ Nacl Colombia Medellin"," Medellin"," Colombia.",NA,"Colombia","Colombia",TRUE
"8942","Collins, Scott L.","1 Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.","1 Univ New Mexico"," Dept Biol"," Albuquerque, NM 87131 USA."," 87131","USA","USA",TRUE
"8943","Lightfoot, David C.","1 Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.","1 Univ New Mexico"," Dept Biol"," Albuquerque, NM 87131 USA."," 87131","USA","USA",TRUE
"8944","Moore, Douglas I.","1 Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.","1 Univ New Mexico"," Dept Biol"," Albuquerque, NM 87131 USA."," 87131","USA","USA",TRUE
"8945","Muldavin, Esteban H.","1 Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.","1 Univ New Mexico"," Dept Biol"," Albuquerque, NM 87131 USA."," 87131","USA","USA",TRUE
"8946","Wetherill, Karen R.","1 Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.","1 Univ New Mexico"," Dept Biol"," Albuquerque, NM 87131 USA."," 87131","USA","USA",TRUE
"8947","Fabbro, T.","Univ Basel, Unit Evolutionary Biol, CH-4051 Basel, Switzerland.","Univ Basel"," Unit Evolutionary Biol"," CH-4051 Basel, Switzerland.","CH-4051","Switzerland","Switzerland",TRUE
"8948","Svenning, J. -C.","Univ Aarhus, Dept Biol Sci, DK-8000 Aarhus C, Denmark.","Univ Aarhus"," Dept Biol Sci"," DK-8000 Aarhus C, Denmark.","DK-8000","Denmark","Denmark",TRUE
"8949","Wright, S. J.","Smithsonian Trop Res Inst, Balboa 084003092, Ancon, Panama.","Smithsonian Trop Res Inst"," Balboa 084003092"," Ancon, Panama.",NA,"Panama","Panama",TRUE
"8950","Enrico, Lucas","Consejo Nacl Invest Cient & Tecn, UNC, Inst Multidisciplinario Biol Vegetal, RA-1033 Buenos Aires, DF, Argentina.","Consejo Nacl Invest Cient & Tecn"," UNC"," Inst Multidisciplinario Biol Vegetal, RA-1033 Buenos Aires, DF, Argentina.","RA-1033","Argentina","Argentina",TRUE
"8951","Hensen, Isabell","Univ Halle Wittenberg, Inst Biol, Geobot & Bot Garden, D-06108 Halle, Germany.","Univ Halle Wittenberg"," Inst Biol"," Geobot & Bot Garden, D-06108 Halle, Germany.","D-0610","Germany","Germany",TRUE
"8952","Renison, Daniel","Univ Nacl Cordoba, Fac Ciencias Exactas Fis & Nat, Catedra Ecol, RA-5000 Cordoba, Argentina.","Univ Nacl Cordoba"," Fac Ciencias Exactas Fis & Nat"," Catedra Ecol, RA-5000 Cordoba, Argentina.","RA-5000","Argentina","Argentina",TRUE
"8953","Suarez, Ricardo","Proyecto Conservac & Reforestac Sierras Cordoba, Cordoba, Argentina.","Proyecto Conservac & Reforestac Sierras Cordoba"," Cordoba"," Argentina.",NA,"Argentina","Argentina",TRUE
"8954","Torres, Romina C.","Univ Nacl Cordoba, Fac Ciencias Exactas Fis & Nat, Catedra Ecol, RA-5000 Cordoba, Argentina.","Univ Nacl Cordoba"," Fac Ciencias Exactas Fis & Nat"," Catedra Ecol, RA-5000 Cordoba, Argentina.","RA-5000","Argentina","Argentina",TRUE
"8955","Barrientos-Priego, Alejandro F.","Univ Autonoma Chapingo, Dept Fitotecnia, Chapingo 56230, Estado Mexico, Mexico.","Univ Autonoma Chapingo"," Dept Fitotecnia"," Chapingo 56230, Estado Mexico, Mexico."," 56230","Mexico","Mexico",TRUE
"8956","Escamilla-Prado, Esteban","Univ Autonoma Chapingo, CRUO, Huatusco, Veracruz, Mexico.","Univ Autonoma Chapingo"," CRUO"," Huatusco, Veracruz, Mexico.",NA,"Mexico","Mexico",TRUE
"8957","Lovatt, Carol J.","Univ Calif Riverside, Dept Bot & Plant Sci, Riverside, CA 92521 USA.","Univ Calif Riverside"," Dept Bot & Plant Sci"," Riverside, CA 92521 USA."," 92521","USA","USA",TRUE
"8958","Menge, John A.","Univ Calif Riverside, Dept Plant Pathol, Riverside, CA 92521 USA.","Univ Calif Riverside"," Dept Plant Pathol"," Riverside, CA 92521 USA."," 92521","USA","USA",TRUE
"8959","Morton, Joseph B.","W Virginia Univ, Div Plant & Soil Sci, Morgantown, WV 26506 USA.","W Virginia Univ"," Div Plant & Soil Sci"," Morgantown, WV 26506 USA."," 26506","USA","USA",TRUE
"8960","Violi, Helen A.","Univ Calif Riverside, Dept Bot & Plant Sci, Riverside, CA 92521 USA.","Univ Calif Riverside"," Dept Bot & Plant Sci"," Riverside, CA 92521 USA."," 92521","USA","USA",TRUE
"8961","Wright, Sara F.","USDA, ARS, Soil Microbial Syst Lab, Beltsville, MD 20705 USA.","USDA"," ARS"," Soil Microbial Syst Lab, Beltsville, MD 20705 USA."," 20705","USA","USA",TRUE
"8962","Azevedo, Vania C. R.","Embrapa Cenargen, BR-66095100 Brasilia, DF, Brazil.","Embrapa Cenargen"," BR-66095100 Brasilia"," DF, Brazil.",NA,"Brazil","Brazil",TRUE
"8963","Carneiro, Francimary da S.","Embrapa Amazonia Oriental, BR-66095100 Belem, Para, Brazil.","Embrapa Amazonia Oriental"," BR-66095100 Belem"," Para, Brazil.",NA,"Brazil","Brazil",TRUE
"8964","Ciampi, Ana Y.","Embrapa Cenargen, BR-66095100 Brasilia, DF, Brazil.","Embrapa Cenargen"," BR-66095100 Brasilia"," DF, Brazil.",NA,"Brazil","Brazil",TRUE
"8965","de Lacerda, Andre E. B.","Embrapa Amazonia Oriental, BR-66095100 Belem, Para, Brazil.","Embrapa Amazonia Oriental"," BR-66095100 Belem"," Para, Brazil.",NA,"Brazil","Brazil",TRUE
"8966","Degen, Bernd","Bundesforschungsanstalt Forst & Holzwirtschaft, Inst Forstgenet & Forstpflanzenzuchtung, D-22927 Grosshansdorf, Germany.","Bundesforschungsanstalt Forst & Holzwirtschaft"," Inst Forstgenet & Forstpflanzenzuchtung"," D-22927 Grosshansdorf, Germany.","D-2292","Germany","Germany",TRUE
"8967","Kanashiro, Milton","Embrapa Amazonia Oriental, BR-66095100 Belem, Para, Brazil.","Embrapa Amazonia Oriental"," BR-66095100 Belem"," Para, Brazil.",NA,"Brazil","Brazil",TRUE
"8968","Loveless, Marilyn D.","Coll Wooster, Dept Biol, Wooster, OH 44691 USA.","Coll Wooster"," Dept Biol"," Wooster, OH 44691 USA."," 44691","USA","USA",TRUE
"8969","Sebbenn, Alexandre M.","Inst Florestal Sao Paulo, Estacao Expt Tupi, BR-13400970 Piracicaba, SP, Brazil.","Inst Florestal Sao Paulo"," Estacao Expt Tupi"," BR-13400970 Piracicaba, SP, Brazil.","BR-13400970","Brazil","Brazil",TRUE
"8970","Silva, Marivana B.","Fed Univ Para, BR-68600000 Braganca, PA, Brazil.","Fed Univ Para"," BR-68600000 Braganca"," PA, Brazil.",NA,"Brazil","Brazil",TRUE
"8971","Thompson, Ian","Embrapa Amazonia Oriental, BR-66095100 Belem, Para, Brazil.","Embrapa Amazonia Oriental"," BR-66095100 Belem"," Para, Brazil.",NA,"Brazil","Brazil",TRUE
"8972","Canziani, Graciela A.","Univ Nacl, Ctr Prov Buenos Aires, Multidisciplinary Inst Ecosyst & Sustainable Dev, Tandil, Argentina.","Univ Nacl"," Ctr Prov Buenos Aires"," Multidisciplinary Inst Ecosyst & Sustainable Dev, Tandil, Argentina.",NA,"Argentina","Argentina",TRUE
"8973","Ferrati, Rosana","Univ Nacl, Ctr Prov Buenos Aires, Multidisciplinary Inst Ecosyst & Sustainable Dev, Tandil, Argentina.","Univ Nacl"," Ctr Prov Buenos Aires"," Multidisciplinary Inst Ecosyst & Sustainable Dev, Tandil, Argentina.",NA,"Argentina","Argentina",TRUE
"8974","Hernandez, Maria-Josefina","Cent Univ Venezuela, Fac Ciencias, Lab Biol Teor, Inst Zool Trop, Caracas 1041A, Venezuela.","Cent Univ Venezuela"," Fac Ciencias"," Lab Biol Teor, Inst Zool Trop, Caracas 1041A, Venezuela.",NA,"Venezuela","Venezuela",TRUE
"8975","Gonzalez-Guzman, Jorge","Pontificia Univ Catolica Valparaiso, Inst Matemat, Valparaiso, Chile.","Pontificia Univ Catolica Valparaiso"," Inst Matemat"," Valparaiso, Chile.",NA,"Chile","Chile",TRUE
"8976","Bassanezi, Rodney Carlos","Univ Estadual Campinas, IMECC, Dept Matemat Aplicada, BR-13083859 Campinas, SP, Brazil.","Univ Estadual Campinas"," IMECC"," Dept Matemat Aplicada, BR-13083859 Campinas, SP, Brazil.","BR-13083859","Brazil","Brazil",TRUE
